fda_Sponsor,fda_ApplicationNumber,fda_SubmissionDates,fda_BrandNames,fda_GenericNames,fda_Substances,ct_Sponsor,ct_NCTId,ct_LastUpdateDate,ct_Phases,ct_InterventionName,ct_OtherNames
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT03298412,2020-09-11,PHASE2,Blinatumomab,"BLINCYTO, AMG 103"
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT03340766,2024-10-17,PHASE1,Blinatumomab,"Blincyto, AMG 103, Formerly known as MT103 or bscCD19xCD3"
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT06054113,2024-10-24,PHASE2,Blinatumomab,Blincyto®
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT02412306,2022-12-12,"PHASE1, PHASE2",Blinatumomab,Blincyto®
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT06649006,2024-10-18,PHASE1,Blinatumomab,Blincyto®
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT06570798,2024-12-06,PHASE2,Blinatumomab,Blincyto®
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT02187354,2024-05-13,,Blinatumomab,"AMG103, Blincyto"
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT02961881,2024-02-02,PHASE1,blinatumomab,
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT02013167,2024-03-05,PHASE3,Blinatumomab,"Blincyto®, AMG 103, MT103"
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT02000427,2024-05-28,PHASE2,Blinatumomab,"Blincyto®, AMG 103"
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT04521231,2024-10-24,"PHASE1, PHASE2",Blinatumomab,"AMG 103, Blincyto®"
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT03476239,2023-02-08,PHASE3,Blinatumomab,"BLINCYTO®, AMG 103, MT103"
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT04506086,2024-12-02,PHASE4,Blinatumomab,"AMG 103, Blincyto"
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT02910063,2021-01-13,"PHASE2, PHASE3",Blinatumomab,"AMG 103, Blincyto"
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT04994717,2024-12-05,PHASE3,Blinatumomab,Blincyto®
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT02393859,2024-05-29,PHASE3,Blinatumomab,"Blincyto, AMG103"
AMGEN,BLA125557,20141203,,['BLINATUMOMAB'],[],Amgen,NCT03023878,2020-09-14,PHASE2,Blinatumomab,"AMG103, BlinCyto"
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002068,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002304,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002040,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002282,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT02222922,2020-12-17,PHASE1,fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002339,2005-06-24,PHASE3,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT01680458,2021-07-19,,Fluconazole,Diflucan
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00001017,2011-03-14,PHASE3,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00645242,2021-07-16,PHASE3,fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002075,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002277,2005-06-24,PHASE3,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002077,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002038,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00689338,2011-05-30,PHASE3,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT01806623,2021-07-19,PHASE3,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002010,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002112,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00056368,2008-10-21,PHASE3,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00761267,2019-04-04,PHASE3,Fluconazole,Diflucan
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002294,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002076,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002074,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002325,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002122,2005-06-24,PHASE3,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002113,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002306,2005-06-24,NA,Fluconazole,
PFIZER,NDA019949,19900129,,['FLUCONAZOLE'],[],Pfizer,NCT00002305,2005-06-24,NA,Fluconazole,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT03052608,2024-06-26,PHASE3,Lorlatinib,PF-06463922
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT06678555,2024-11-07,,Lorlatinib,PF-6463992
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT04647110,2023-04-06,,lorlatinib,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT04362072,2024-11-12,PHASE4,Lorlatinib,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT03127618,2020-05-15,,Lorlatinib,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT03178071,2019-11-04,,Lorlatinib,PF-06463922
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT03542305,2021-02-21,PHASE1,Lorlatinib,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT03726333,2024-06-21,PHASE1,lorlatinib,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT03726333,2024-06-21,PHASE1,lorlatinib,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT03726333,2024-06-21,PHASE1,lorlatinib,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT03726333,2024-06-21,PHASE1,lorlatinib,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT03726333,2024-06-21,PHASE1,lorlatinib,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT02838264,2017-05-15,PHASE1,PF-06463922,Lorlatinib
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT02838264,2017-05-15,PHASE1,PF-06463922,Lorlatinib
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT02838264,2017-05-15,PHASE1,PF-06463922,Lorlatinib
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT02838264,2017-05-15,PHASE1,PF-06463922,Lorlatinib
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT06282991,2024-02-28,,Lorlatinib,PF-6463992
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT05834348,2024-09-04,,lorlatinib,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT04800822,2024-10-22,PHASE1,lorlatinib,"Lorbrena; PF-06463922, Lorviqua"
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT04753658,2024-09-23,,lorlatinib,
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT04541706,2022-09-14,PHASE4,Lorlatinib,LORBRIQUA
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT02804399,2019-01-25,PHASE1,PF-06463922,lorlatinib
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT05224609,2024-08-30,PHASE1,Lorlatinib,"Lorbrena, PF-06463922"
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT06487078,2024-11-08,NA,Lorlatinib,PF-06463922
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT03909971,2024-11-22,PHASE2,Lorlatinib,PF-06463922
PFIZER,NDA210868,20200529,,['LORLATINIB'],[],Pfizer,NCT05144997,2024-11-13,PHASE4,Lorlatinib,PF-06463922
BLUEPRINT MEDICINES,NDA212608,20200109,,['AVAPRITINIB'],[],Blueprint Medicines Corporation,NCT03580655,2024-08-07,PHASE2,Avapritinib,BLU-285
BLUEPRINT MEDICINES,NDA212608,20200109,,['AVAPRITINIB'],[],Blueprint Medicines Corporation,NCT04908176,2024-06-25,PHASE1,Avapritinib,BLU-285
BLUEPRINT MEDICINES,NDA212608,20200109,,['AVAPRITINIB'],[],Blueprint Medicines Corporation,NCT04825574,2024-11-26,PHASE4,Avapritinib,BLU-285
BLUEPRINT MEDICINES,NDA212608,20200109,,['AVAPRITINIB'],[],Blueprint Medicines Corporation,NCT03465722,2022-10-06,PHASE3,avapritinib,BLU-285
BLUEPRINT MEDICINES,NDA212608,20200109,,['AVAPRITINIB'],[],Blueprint Medicines Corporation,NCT03862885,2020-07-27,,Avapritinib,BLU-285
BLUEPRINT MEDICINES,NDA212608,20200109,,['AVAPRITINIB'],[],Blueprint Medicines Corporation,NCT03731260,2024-08-07,PHASE2,Avapritinib,BLU-285
BLUEPRINT MEDICINES,NDA212608,20200109,,['AVAPRITINIB'],[],Blueprint Medicines Corporation,NCT04773782,2024-09-23,"PHASE1, PHASE2",avapritinib,BLU-285
BLUEPRINT MEDICINES,NDA212608,20200109,,['AVAPRITINIB'],[],Blueprint Medicines Corporation,NCT04714086,2024-10-24,,Avapritinib,BLU-285
BLUEPRINT MEDICINES,NDA212608,20200109,,['AVAPRITINIB'],[],Blueprint Medicines Corporation,NCT02508532,2022-06-21,PHASE1,Avapritinib,BLU-285
BLUEPRINT MEDICINES,NDA212608,20200109,,['AVAPRITINIB'],[],Blueprint Medicines Corporation,NCT02561988,2023-03-17,PHASE1,Avapritinib,
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT02311673,2023-07-27,PHASE2,Setmelanotide,RM-493
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT04963231,2024-11-08,PHASE2,Setmelanotide,
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT06596135,2024-11-13,PHASE3,Setmelanotide,"RM-493, Imcivree"
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT02431442,2015-05-01,PHASE1,RM-493,setmelanotide
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT01749137,2023-08-14,PHASE2,Setmelanotide,RM-493
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT05774756,2024-09-19,PHASE3,Setmelanotide,"RM-493, Imcivree"
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT03013543,2023-08-18,PHASE2,Setmelanotide,RM-493
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT02041195,2023-08-07,"PHASE1, PHASE2",Setmelanotide,RM-493
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT03262610,2022-01-04,PHASE2,Setmelanotide,RM-493
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT04725240,2023-09-21,PHASE2,Setmelanotide,
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT02896192,2023-09-21,PHASE3,Setmelanotide,RM-493
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT03287960,2023-05-23,PHASE3,Setmelanotide,RM-493
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT03651765,2024-10-28,"PHASE2, PHASE3",Setmelanotide,RM-493
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT03746522,2023-12-01,PHASE3,Setmelanotide,"SET, RM-493"
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT05093634,2024-11-08,PHASE3,Setmelanotide,
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT04966741,2024-11-27,PHASE3,Setmelanotide,IMCIVREE
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT04348175,2021-06-30,PHASE1,Setmelanotide,
RHYTHM,NDA213793,20201125,,['SETMELANOTIDE'],[],"Rhythm Pharmaceuticals, Inc.",NCT05046132,2024-05-03,PHASE4,Setmelanotide,
GLAXOSMITHKLINE LLC,NDA020444,19950920,,"['EPOPROSTENOL SODIUM', 'WATER']",[],GlaxoSmithKline,NCT04604795,2023-05-09,PHASE1,Water,
GLAXOSMITHKLINE LLC,NDA020444,19950920,,"['EPOPROSTENOL SODIUM', 'WATER']",[],GlaxoSmithKline,NCT02428127,2018-08-31,NA,Water,
GLAXOSMITHKLINE LLC,NDA020444,19950920,,"['EPOPROSTENOL SODIUM', 'WATER']",[],GlaxoSmithKline,NCT03494985,2018-09-26,NA,Water,
GLAXOSMITHKLINE LLC,NDA020444,19950920,,"['EPOPROSTENOL SODIUM', 'WATER']",[],GlaxoSmithKline,NCT02780661,2018-12-24,NA,Water,
ABBVIE,NDA215206,20210928,,['ATOGEPANT'],[],AbbVie,NCT05264129,2024-10-08,PHASE4,Atogepant,QULIPTA
ABBVIE,NDA215206,20210928,,['ATOGEPANT'],[],AbbVie,NCT05711394,2024-11-18,PHASE3,Atogepant,"QULIPTA, AGN-241689"
ABBVIE,NDA215206,20210928,,['ATOGEPANT'],[],AbbVie,NCT05216263,2024-11-01,PHASE3,Atogepant,QULIPTA
ABBVIE,NDA215206,20210928,,['ATOGEPANT'],[],AbbVie,NCT06603558,2024-12-04,,Atogepant,"Qulipta, Aquipta"
ABBVIE,NDA215206,20210928,,['ATOGEPANT'],[],AbbVie,NCT05707949,2024-07-12,PHASE3,Atogepant,"QULIPTA, AGN-241689"
ABBVIE,NDA215206,20210928,,['ATOGEPANT'],[],AbbVie,NCT05748483,2024-11-22,PHASE3,Atogepant,QULIPTA
ABBVIE,NDA215206,20210928,,['ATOGEPANT'],[],AbbVie,NCT05861427,2024-08-22,PHASE3,Atogepant,Qulipta
ABBVIE,NDA215206,20210928,,['ATOGEPANT'],[],AbbVie,NCT05892757,2024-03-12,PHASE1,Atogepant,QULIPTA
ABBVIE,NDA215206,20210928,,['ATOGEPANT'],[],AbbVie,NCT06241313,2024-12-06,PHASE3,Atogepant,"Qulipta, Aquipta"
ABBVIE,NDA215206,20210928,,['ATOGEPANT'],[],AbbVie,NCT04818515,2022-06-16,PHASE1,Atogepant,
PFIZER,NDA216386,20230309,,['ZAVEGEPANT'],[],Pfizer,NCT04987944,2024-07-19,PHASE1,Zavegepant,BHV3500
PFIZER,NDA216386,20230309,,['ZAVEGEPANT'],[],Pfizer,NCT05989048,2024-10-08,PHASE3,Zavegepant,
PFIZER,NDA216386,20230309,,['ZAVEGEPANT'],[],Pfizer,NCT04571060,2023-04-24,PHASE3,Zavegepant,BHV3500
PFIZER,NDA216386,20230309,,['ZAVEGEPANT'],[],Pfizer,NCT05960032,2023-12-22,PHASE1,Zavegepant,
PFIZER,NDA216386,20230309,,['ZAVEGEPANT'],[],Pfizer,NCT03872453,2023-09-25,"PHASE2, PHASE3",Zavegepant,BHV3500
GLAXOSMITHKLINE,NDA216951,20230201,,['DAPRODUSTAT'],[],GlaxoSmithKline,NCT03029208,2021-10-20,PHASE3,Daprodustat,
GLAXOSMITHKLINE,NDA216951,20230201,,['DAPRODUSTAT'],[],GlaxoSmithKline,NCT04640311,2023-01-26,PHASE1,Daprodustat,
GLAXOSMITHKLINE,NDA216951,20230201,,['DAPRODUSTAT'],[],GlaxoSmithKline,NCT02879305,2021-12-03,PHASE3,Daprodustat,
GLAXOSMITHKLINE,NDA216951,20230201,,['DAPRODUSTAT'],[],GlaxoSmithKline,NCT03446612,2024-03-27,PHASE2,Daprodustat,
GLAXOSMITHKLINE,NDA216951,20230201,,['DAPRODUSTAT'],[],GlaxoSmithKline,NCT03457701,2024-03-27,PHASE2,Daprodustat,
GLAXOSMITHKLINE,NDA216951,20230201,,['DAPRODUSTAT'],[],GlaxoSmithKline,NCT05682326,2024-07-09,PHASE3,Daprodustat,
GLAXOSMITHKLINE,NDA216951,20230201,,['DAPRODUSTAT'],[],GlaxoSmithKline,NCT02876835,2024-04-02,PHASE3,Daprodustat,
GLAXOSMITHKLINE,NDA216951,20230201,,['DAPRODUSTAT'],[],GlaxoSmithKline,NCT03029247,2021-06-03,PHASE2,Daprodustat,
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT05287126,2024-11-12,PHASE2,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT06398626,2024-11-20,,Etrasimod,
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT06294925,2024-10-28,,Etrasimod,
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT04556734,2024-06-26,PHASE2,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT04556734,2024-06-26,PHASE2,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT03950232,2024-12-04,PHASE3,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT04607837,2024-12-05,PHASE2,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT04706793,2023-10-16,PHASE3,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT05061446,2024-10-29,PHASE2,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT05061446,2024-10-29,PHASE2,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT06025227,2024-11-15,,Etrasimod,
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT04173273,2024-09-05,PHASE3,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT04173273,2024-09-05,PHASE3,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT04682639,2024-05-06,PHASE2,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT04682639,2024-05-06,PHASE2,Etrasimod,APD334
PFIZER,NDA216956,20240605,,['ETRASIMOD'],[],Pfizer,NCT05732454,2024-05-22,"PHASE2, PHASE3",etrasimod,"APD334, PF-07915503"
ARCUTIS,NDA217242,20231215,,['ROFLUMILAST'],[],"Arcutis Biotherapeutics, Inc.",NCT03764475,2022-09-02,PHASE2,Roflumilast,ARQ-151
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03725202,2024-02-23,PHASE3,Upadacitinib,"ABT-494, RINVOQ"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03086343,2024-07-18,PHASE3,Upadacitinib,ABT-494
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT02720523,2023-06-07,"PHASE2, PHASE3",Upadacitinib,"ABT-494, RINVOQ™"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT02955212,2021-09-27,PHASE3,Upadacitinib,"ABT-494, RINVOQ™"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT02066389,2021-07-30,PHASE2,Upadacitinib,ABT-494
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT05507580,2024-08-20,PHASE4,Upadacitinib,"RINVOQ, ABT-494"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT04169373,2024-06-18,PHASE3,Upadacitinib,"ABT-494, RINVOQ"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT06701331,2024-12-03,PHASE3,Upadacitinib,"ABT-494, RINVOQ®"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT05889182,2024-12-04,PHASE3,Upadacitinib,"ABT-494, RINVOQ"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03978520,2023-07-21,PHASE2,Upadacitinib,RINVOQ
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03104374,2024-11-27,PHASE3,ABT-494,Upadacitinib
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT02675426,2023-04-11,PHASE3,Upadacitinib,"ABT-494, Rinvoq"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT05609630,2024-10-08,PHASE3,Upadacitinib,"RINVOQ, ABT-494"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT06390722,2024-09-19,PHASE3,Upadacitinib,RINVOQ
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT02819635,2022-06-30,"PHASE2, PHASE3",Upadacitinib,"ABT-494, RINVOQ"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03568318,2024-04-12,PHASE3,Upadacitinib,"ABT-494, RINVOQ™"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03345836,2022-08-15,PHASE3,Upadacitinib,"ABT-494, RINVOQ®"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT02365649,2023-12-27,PHASE2,ABT-494,Upadacitinib
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT04927975,2024-10-08,PHASE2,Upadacitinib,"ABT-494, RINVOQ"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT04666675,2021-04-08,PHASE3,Upadacitinib,"Rinvoq, ABT-494"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03104400,2024-10-01,PHASE3,Upadacitinib,"ABT 494, RINVOQ®"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT05782907,2024-12-10,PHASE3,Upadacitinib,RINVOQ
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03569293,2024-03-05,PHASE3,Upadacitinib,"ABT-494, RINVOQ™"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT06118411,2024-03-28,PHASE3,Upadacitinib,"ABT-494, Rinvoq"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT04159597,2021-08-09,,Upadacitinib,ABT-494
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03738397,2024-03-15,PHASE3,Upadacitinib,"ABT-494, RINVOQ®"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT04161898,2024-10-04,PHASE3,Upadacitinib,"ABT-494, RINVOQ"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT04195698,2023-10-05,PHASE3,Upadacitinib,"ABT-494, RINVOQ"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT02706951,2024-01-30,PHASE3,Upadacitinib,"ABT-494, Rinvoq"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03178487,2023-03-07,PHASE2,Upadacitinib,"ABT-494, RINVOQ™"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT05843643,2024-12-10,PHASE3,Upadacitinib,RINVOQ
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT02049138,2022-07-12,PHASE2,Upadacitinib,"ABT-494, RINVOQ®"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03661138,2023-03-01,PHASE3,Upadacitinib,ABT-494
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03345823,2024-06-17,PHASE3,Upadacitinib,"ABT-494, RINVOQ"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT04430855,2023-02-06,PHASE2,Upadacitinib,RINVOQ
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT04451772,2024-01-25,PHASE2,Upadacitinib,"ABT-494, RINVOQ"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT06012240,2024-11-25,PHASE3,Upadacitinib,"Rinvoq, ABT-494"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT05814627,2024-12-09,PHASE3,Upadacitinib,RINVOQ
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT02706873,2023-07-07,PHASE3,Upadacitinib,"ABT-494, Rinvoq"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT05601882,2024-08-21,PHASE3,Upadacitinib,RINVOQ
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03653026,2022-03-02,PHASE3,Upadacitinib,"ABT-494, RINVOQ®"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT03607422,2024-03-05,PHASE3,Upadacitinib,"ABT-494, RINVOQ®"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT02782663,2024-06-17,PHASE2,ABT-494,"Upadacitinib, RINVOQ"
ABBVIE,NDA218347,20240426,,['UPADACITINIB'],[],AbbVie,NCT06332534,2024-11-27,PHASE3,Upadacitinib,RINVOQ
